Certifications,Department,Employee ID,Employee Type,Job Role,Leaving Status,Manager Name,Skills,Training History
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,4398,Intern,Financial Analyst,On Leave,Martin Miller,"['Excel', 'Financial Reporting', 'Budgeting', 'Data Analysis']","['Budgeting and Forecasting Methods', 'Financial Reporting Standards']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,4578,Full-Time,Financial Analyst,On Leave,Andrew Patel,"['Financial Reporting', 'Financial Modeling']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,4892,Full-Time,Financial Analyst,On Leave,Vickie Allen,['Budgeting'],"['Budgeting and Forecasting Methods', 'Financial Reporting Standards', 'Data Analysis for Finance Professionals']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,5422,Full-Time,Financial Analyst,Active,Kirsten Green,['Financial Reporting'],['Financial Reporting Standards']
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,5877,Full-Time,Financial Analyst,Resigned,Dale Buchanan,['Financial Reporting'],[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,6746,Full-Time,Financial Analyst,Resigned,Tiffany Smith,"['Budgeting', 'Data Analysis', 'Financial Modeling']","['Excel for Finance', 'Budgeting and Forecasting Methods']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,7589,Intern,Financial Analyst,Active,Ian Green,"['Financial Reporting', 'Financial Modeling', 'Data Analysis', 'Excel']",['Excel for Finance']
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,8084,Full-Time,Financial Analyst,On Leave,Cindy Castro PhD,"['Budgeting', 'Data Analysis']","['Financial Modeling Techniques', 'Financial Reporting Standards', 'Budgeting and Forecasting Methods']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,8145,Full-Time,Financial Analyst,Resigned,Jamie Kelly,"['Budgeting', 'Excel', 'Data Analysis']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,9189,Full-Time,Financial Analyst,Resigned,Sabrina Scott,"['Data Analysis', 'Budgeting', 'Financial Modeling', 'Excel']","['Budgeting and Forecasting Methods', 'Financial Reporting Standards']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,1592,Full-Time,Financial Analyst,Active,Susan Perry,"['Budgeting', 'Financial Reporting', 'Financial Modeling', 'Excel']","['Financial Reporting Standards', 'Budgeting and Forecasting Methods']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,3225,Intern,Financial Analyst,Resigned,Kathryn Thomas,['Data Analysis'],[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,3325,Part-Time,Financial Analyst,On Leave,Lori Mullins,"['Financial Reporting', 'Financial Modeling', 'Excel', 'Data Analysis']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,4281,Full-Time,Financial Analyst,Active,Lisa Rodriguez,"['Budgeting', 'Data Analysis', 'Financial Reporting', 'Excel', 'Financial Modeling']","['Financial Modeling Techniques', 'Data Analysis for Finance Professionals']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,5881,Intern,Financial Analyst,Resigned,Erica Flowers,"['Financial Modeling', 'Financial Reporting', 'Budgeting', 'Data Analysis']","['Data Analysis for Finance Professionals', 'Financial Modeling Techniques', 'Financial Reporting Standards']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,6046,Part-Time,Financial Analyst,Resigned,Summer Guerrero,['Financial Modeling'],"['Excel for Finance', 'Financial Reporting Standards', 'Budgeting and Forecasting Methods']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,6355,Full-Time,Financial Analyst,On Leave,Alexander Gates,"['Budgeting', 'Excel']","['Financial Reporting Standards', 'Excel for Finance']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,6620,Full-Time,Financial Analyst,Active,Eric Byrd,"['Excel', 'Financial Reporting', 'Budgeting', 'Data Analysis', 'Financial Modeling']","['Budgeting and Forecasting Methods', 'Financial Reporting Standards', 'Data Analysis for Finance Professionals']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,8092,Full-Time,Financial Analyst,Active,Benjamin Thompson,"['Financial Reporting', 'Budgeting', 'Data Analysis', 'Financial Modeling']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,8114,Full-Time,Financial Analyst,On Leave,Philip Jones,"['Excel', 'Data Analysis']",['Financial Modeling Techniques']
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,8425,Intern,Financial Analyst,Active,Lisa Everett,"['Data Analysis', 'Financial Reporting', 'Budgeting', 'Excel', 'Financial Modeling']","['Budgeting and Forecasting Methods', 'Financial Reporting Standards', 'Data Analysis for Finance Professionals']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,8441,Full-Time,Financial Analyst,Active,Sara Ellis,"['Financial Reporting', 'Budgeting', 'Financial Modeling']","['Financial Modeling Techniques', 'Data Analysis for Finance Professionals', 'Excel for Finance']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA)",Finance,9475,Full-Time,Financial Analyst,Active,Robert Kramer,"['Budgeting', 'Financial Modeling', 'Financial Reporting', 'Excel', 'Data Analysis']",['Financial Modeling Techniques']
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA), Financial Risk Manager (FRM)",Finance,185,Full-Time,Financial Analyst,Resigned,John Taylor,['Budgeting'],"['Financial Reporting Standards', 'Budgeting and Forecasting Methods']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA), Financial Risk Manager (FRM)",Finance,2769,Intern,Financial Analyst,Active,Charles Sanchez,"['Financial Reporting', 'Data Analysis', 'Excel', 'Budgeting']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA), Financial Risk Manager (FRM)",Finance,3242,Full-Time,Financial Analyst,Active,Matthew Garza,"['Financial Modeling', 'Excel', 'Financial Reporting', 'Budgeting', 'Data Analysis']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA), Financial Risk Manager (FRM)",Finance,3493,Intern,Financial Analyst,Resigned,Thomas Parsons,"['Budgeting', 'Excel', 'Data Analysis']",['Budgeting and Forecasting Methods']
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA), Financial Risk Manager (FRM)",Finance,4557,Part-Time,Financial Analyst,Active,Ellen Vasquez,"['Budgeting', 'Excel', 'Financial Modeling', 'Data Analysis', 'Financial Reporting']","['Financial Reporting Standards', 'Budgeting and Forecasting Methods']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA), Financial Risk Manager (FRM)",Finance,5110,Full-Time,Financial Analyst,On Leave,Elaine Richards,"['Budgeting', 'Financial Modeling', 'Financial Reporting']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA), Financial Risk Manager (FRM)",Finance,5534,Intern,Financial Analyst,On Leave,Joseph Thomas,"['Budgeting', 'Financial Modeling', 'Data Analysis']",['Excel for Finance']
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA), Financial Risk Manager (FRM)",Finance,5731,Full-Time,Financial Analyst,Active,Laura Lucas,"['Financial Modeling', 'Budgeting', 'Data Analysis', 'Excel']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA), Financial Risk Manager (FRM)",Finance,6191,Full-Time,Financial Analyst,On Leave,Bethany Watson,"['Budgeting', 'Financial Modeling', 'Financial Reporting']","['Excel for Finance', 'Financial Modeling Techniques', 'Financial Reporting Standards']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA), Financial Risk Manager (FRM)",Finance,7045,Part-Time,Financial Analyst,Active,Thomas Garcia,"['Budgeting', 'Excel', 'Data Analysis', 'Financial Modeling', 'Financial Reporting']","['Financial Reporting Standards', 'Financial Modeling Techniques']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA), Financial Risk Manager (FRM)",Finance,7738,Part-Time,Financial Analyst,Resigned,Samantha Macdonald,"['Financial Reporting', 'Excel']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Certified Public Accountant (CPA), Financial Risk Manager (FRM)",Finance,8781,Intern,Financial Analyst,Resigned,Denise Hernandez,"['Budgeting', 'Financial Modeling', 'Data Analysis']","['Data Analysis for Finance Professionals', 'Financial Modeling Techniques', 'Financial Reporting Standards']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,360,Full-Time,Financial Analyst,Resigned,Kendra Skinner,['Financial Reporting'],['Financial Modeling Techniques']
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,1609,Full-Time,Financial Analyst,Resigned,Cheyenne Holmes,"['Excel', 'Financial Modeling', 'Budgeting', 'Financial Reporting', 'Data Analysis']",['Financial Modeling Techniques']
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,4518,Full-Time,Financial Analyst,On Leave,Diana Taylor,"['Excel', 'Budgeting', 'Data Analysis', 'Financial Modeling', 'Financial Reporting']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,5127,Part-Time,Financial Analyst,On Leave,Peter Hall,"['Financial Reporting', 'Financial Modeling', 'Excel', 'Budgeting']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,5757,Intern,Financial Analyst,Resigned,Jose Mckay,"['Budgeting', 'Financial Reporting']","['Financial Reporting Standards', 'Excel for Finance']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,6167,Intern,Financial Analyst,Active,Richard Neal Jr.,"['Data Analysis', 'Excel']","['Data Analysis for Finance Professionals', 'Financial Modeling Techniques', 'Excel for Finance']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,7603,Full-Time,Financial Analyst,On Leave,Wendy Mann,"['Excel', 'Financial Reporting', 'Data Analysis', 'Financial Modeling', 'Budgeting']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,9079,Full-Time,Financial Analyst,On Leave,Brittney Sandoval,['Data Analysis'],"['Budgeting and Forecasting Methods', 'Financial Modeling Techniques']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM), Certified Public Accountant (CPA)",Finance,497,Full-Time,Financial Analyst,Resigned,Kendra Grimes,['Financial Reporting'],"['Financial Modeling Techniques', 'Budgeting and Forecasting Methods']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM), Certified Public Accountant (CPA)",Finance,719,Intern,Financial Analyst,Active,Kristy Harris,"['Excel', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Financial Reporting']","['Excel for Finance', 'Budgeting and Forecasting Methods', 'Financial Reporting Standards']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM), Certified Public Accountant (CPA)",Finance,2406,Intern,Financial Analyst,Resigned,Andre Ortiz,"['Data Analysis', 'Excel', 'Budgeting', 'Financial Reporting', 'Financial Modeling']","['Excel for Finance', 'Financial Modeling Techniques', 'Data Analysis for Finance Professionals']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM), Certified Public Accountant (CPA)",Finance,3440,Full-Time,Financial Analyst,On Leave,William George,"['Financial Reporting', 'Excel', 'Data Analysis', 'Budgeting', 'Financial Modeling']",['Budgeting and Forecasting Methods']
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM), Certified Public Accountant (CPA)",Finance,3451,Intern,Financial Analyst,On Leave,Alyssa Rios,['Excel'],"['Financial Modeling Techniques', 'Financial Reporting Standards']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM), Certified Public Accountant (CPA)",Finance,4683,Intern,Financial Analyst,Resigned,Ellen Floyd,"['Financial Modeling', 'Financial Reporting', 'Data Analysis', 'Budgeting']","['Excel for Finance', 'Financial Reporting Standards']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM), Certified Public Accountant (CPA)",Finance,5839,Full-Time,Financial Analyst,On Leave,Marco Gates,"['Data Analysis', 'Excel']","['Financial Reporting Standards', 'Data Analysis for Finance Professionals', 'Excel for Finance']"
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM), Certified Public Accountant (CPA)",Finance,8017,Full-Time,Financial Analyst,On Leave,Juan Hoffman,"['Financial Modeling', 'Data Analysis']",[]
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM), Certified Public Accountant (CPA)",Finance,8300,Full-Time,Financial Analyst,Active,Rachel King,"['Financial Reporting', 'Budgeting', 'Data Analysis', 'Excel', 'Financial Modeling']",['Excel for Finance']
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM), Certified Public Accountant (CPA)",Finance,8413,Intern,Financial Analyst,Active,Eileen Jenkins MD,"['Budgeting', 'Financial Reporting', 'Data Analysis']",['Data Analysis for Finance Professionals']
"Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM), Certified Public Accountant (CPA)",Finance,9085,Intern,Financial Analyst,Resigned,Diana Flores,"['Budgeting', 'Financial Reporting']","['Financial Modeling Techniques', 'Data Analysis for Finance Professionals', 'Excel for Finance']"
"Certified Financial Planner (CFP), Financial Risk Manager (FRM)",Finance,393,Full-Time,Financial Analyst,Resigned,Daniel Salazar,['Data Analysis'],"['Financial Reporting Standards', 'Budgeting and Forecasting Methods']"
